NAME,MSINI,MASS,A,PER,PLANETDISCMETH
Kepler-1314 b,,0.0867729,0.0509616,5.42474928,Transit
Kepler-55 b,,0.0188372,0.153688,27.9481449,Transit
Kepler-1504 b,,0.0158698,0.350774,82.304003,Transit
HD 4313 b,2.17173,2.17173,1.13327,356,RV
Kepler-1197 b,,0.00648186,0.0289045,2.03231845,Transit
HR 8799 b,,7,67.4293,164253,Imaging
Kepler-774 b,,0.0300338,0.113114,11.0895723,Transit
Kepler-1173 b,,0.00189081,0.0156331,0.7698536,Transit
HD 2638 b,0.477325,0.477325,0.0435743,3.4442,RV
Kepler-272 b,,0.0100631,0.0404491,2.971353,Transit
Kepler-231 b,,0.0127755,0.0912341,10.065275,Transit
Kepler-512 b,,0.0220818,0.218278,34.43587975,Transit
Kepler-747 b,,0.0923502,0.198299,35.61760587,Transit
Kepler-827 b,,0.105771,0.265894,51.92927591,Transit
Kepler-1057 b,,0.0340314,0.116763,14.08827448,Transit
HD 168443 b,7.69745,7.69745,0.29385,58.11247,RV
WASP-41 c,2.97516,2.97516,0.950245,350.3,Transit
Kepler-373 b,,0.00850717,0.0612399,5.535309,Transit
Kepler-1622 b,,0.0109866,0.104704,10.8118737,Transit
Kepler-288 d,,0.0218083,0.288618,56.633742,Transit
HD 10180 f,0.0743252,0.0743252,0.49279,122.72,RV
Kepler-445 c,,0.020474,0.0317534,4.871229,Transit
Kepler-1088 b,,0.00991268,0.162992,23.12748644,Transit
HD 45350 b,1.83614,1.83614,1.94413,963.6,RV
Kepler-770 d,,0.00940137,0.0495281,4.15244722,Transit
HD 69830 c,0.0367709,0.0367709,0.185072,31.559999,RV
Kepler-963 b,,0.021628,0.0878919,9.97683705,Transit
TYC 1422-614-1 b,2.5,2.5,0.697981,198.4,RV
Kepler-21 b,,0.0121473,0.0427173,2.785755,Transit
Kepler-352 c,,0.00621274,0.125984,16.332995,Transit
Kepler-363 b,,0.00493175,0.046094,3.614568,Transit
Kepler-1053 b,,0.00266535,0.0318579,2.41435165,Transit
Kepler-390 b,,0.00144064,0.0698175,6.738088,Transit
K2-18 b,0.0253363,0.025337,0.142931,32.939614,Transit
CoRoT-28 b,0.483851,0.484,0.0590095,5.20851,Transit
Kepler-340 b,,0.0200225,0.118208,14.844387,Transit
Kepler-679 b,,0.0271261,0.100056,12.39358604,Transit
Kepler-335 c,,0.0281036,0.325549,67.844469,Transit
Kepler-841 b,,0.09114,0.462033,124.4198398,Transit
HD 47186 b,0.071203,0.071203,0.0498411,4.0845,RV
Kepler-226 b,,0.011604,0.0488289,3.940997,Transit
KELT-3 b,1.454,1.46164,0.0412729,2.70339,Transit
Kepler-51 c,,0.0126,0.379271,85.3128662,Transit
Kepler-1639 b,,0.0206139,0.0935706,9.878482,Transit
HD 148427 b,1.14357,1.14357,1.03886,331.5,RV
Kepler-810 b,,0.014205,0.0546451,4.59725385,Transit
Kepler-226 c,,0.0171819,0.0598621,5.349555,Transit
Kepler-1520 b,,0.111491,0.0134503,0.65355357,Transit
Kepler-533 b,,0.0345375,0.168131,28.51120525,Transit
epsilon Tau b,7.67663,7.67663,1.93647,594.90002,RV
Kepler-11 e,,0.0264312,0.19466,31.9996,Transit
Kepler-366 c,,0.0131908,0.1055,12.51616,Transit
Kepler-1419 b,,0.024536,0.239214,42.5215895,Transit
HAT-P-46 b,0.495889,0.493,0.0576688,4.463129,Transit
HD 208487 b,0.5122,0.5122,0.520765,130.08,RV
Kepler-1033 b,,0.0197927,0.07385,7.56052806,Transit
Kepler-616 c,,0.0350514,0.391589,90.4113556,Transit
Kepler-288 c,,0.0244074,0.140842,19.305772,Transit
Kepler-1517 b,,0.696016,0.0714194,5.54608367,Transit
Kepler-48 d,,0.0151,0.229818,42.8961,Transit
Kepler-626 b,,0.0173469,0.116684,14.48585199,Transit
Kepler-311 b,,0.012573,0.0857785,9.176092,Transit
Kepler-117 c,,0.923754,0.268407,50.790412,Transit
epsilon Eri b,1.05448,1.05448,3.37558,2500,RV
Kepler-271 d,,0.000678484,0,5.24972541,Transit
Kepler-69 c,,0.0126299,0.709354,242.4613,Transit
Kepler-935 b,,0.00819664,0.0518363,4.88083852,Transit
Kepler-1245 b,,0.0101747,0.0496255,4.35409304,Transit
Kepler-296 f,,0.0131908,0.310961,63.335879,Transit
HD 20782 b,1.9,1.9,1.36607,591.9,RV
Kepler-613 b,,0.0173469,0.122297,15.77979614,Transit
Kepler-1011 b,,0.0247111,0.0608921,5.75322197,Transit
Kepler-1536 b,,0.0293826,0.891311,364.758031,Transit
Kepler-726 b,,0.0318486,0.146374,21.80451088,Transit
Kepler-1400 b,,0.0120821,0.0799721,9.06689421,Transit
Kepler-896 b,,0.0200617,0.508596,144.547396,Transit
Kepler-228 c,,0.0222169,0.050414,4.134444,Transit
HD 190360 c,0.0589738,0.0589738,0.129216,17.111027,RV
Kepler-23 c,,0.0305282,0.0986522,10.7421,Transit
Kepler-823 b,,0.0117248,0.050347,4.16809082,Transit
Kepler-1490 b,,0.0275214,0.386292,92.4362973,Transit
Kepler-378 b,,0.00105258,0.124744,16.092361,Transit
HD 128356 b,0.748401,0.748401,0.756964,298.2,RV
Kepler-760 b,,0.0279233,0.0796567,8.70419416,Transit
Kepler-1558 b,,0.000761911,0.0424359,3.50470358,Transit
Kepler-1618 b,,0.00648186,0.0733316,6.10826019,Transit
HD 141399 d,1.18891,1.18891,2.09454,1069.8,RV
HD 65216 b,1.21636,1.21636,1.37427,613.09998,RV
Kepler-343 c,,0.0149351,0.159296,23.22182,Transit
Kepler-42 b,,0.0012042,0.0112809,1.2137672,Transit
Kepler-593 b,,0.0247111,0.153888,21.21708973,Transit
Kepler-212 b,,0.00396389,0.125596,16.257582,Transit
Kepler-296 c,,0.0160511,0.063479,5.841648,Transit
Kepler-1482 b,,0.0030088,0.0996817,12.25383217,Transit
Kepler-157 d,,0.0107116,0,7.02573474,Transit
Kepler-1004 b,,0.145803,0.0615039,5.28789787,Transit
Kepler-356 b,,0.0117295,0.0542304,4.612696,Transit
Kepler-968 b,,0.0147338,0.0426707,3.69298373,Transit
HAT-P-13 b,0.8514,0.85708,0.0426946,2.91625,Transit
Kepler-244 b,,0.0230631,0.0518456,4.311792,Transit
Kepler-448 b,,0,0.151393,17.8552333,Transit
GJ 3634 b,0.0221881,0.0221881,0.0286881,2.64561,RV
Kepler-9 b,0.248865,0.248945,0.140548,19.243158,Transit
Kepler-1070 b,,0.0127496,0.0705457,6.2216147,Transit
Kepler-1087 b,,0.000499273,0.0151311,0.69384285,Transit
Kepler-1071 b,,0.0182743,0.0626755,6.1799844,Transit
Kepler-1432 b,,0.0166923,0.167165,23.9109011,Transit
HD 130322 b,1.04309,1.04309,0.0896052,10.7085,RV
Kepler-1422 b,,0.0149156,0.143967,18.6051942,Transit
Kepler-1388 e,,0.0191406,0.188407,37.6327084,Transit
Kepler-277 c,,,0.209126,33.006,Transit
Kepler-934 b,,0.0154788,0.265992,55.6738309,Transit
Kepler-31 d,,0.0685925,0.386163,87.648901,Transit
Kepler-399 d,,0.0139171,0.293358,58.034616,Transit
Kepler-215 c,,0.0130508,0.117265,14.667108,Transit
Kepler-108 b,,0.268526,0.262717,49.183921,Transit
Kepler-742 b,,0.0313841,0.0735719,8.36086824,Transit
Kepler-1050 c,,0.0112658,0.153931,21.1284569,Transit
K2-32 c,,0.0379597,0.140652,20.65614,Transit
K2-14 b,,0.0786872,0.0627173,8.36802,Transit
NGTS-1 b,0.81948,0.81948,0.0318973,2.647298,Transit
Kepler-1298 b,,0.00752338,0.0820438,7.12811928,Transit
KELT-15 b,1.30897,1.30955,0.0555347,3.32944,Transit
Kepler-1297 b,,0.00266535,0.0275857,1.68189002,Transit
Kepler-1613 b,,0.0154788,0.0265264,1.5184299,Transit
Kepler-903 c,,0.0200617,0.30753,62.9228557,Transit
Kepler-348 c,,0.00789025,0.130735,17.265427,Transit
Kepler-1543 b,,0.0223911,0.0796733,6.96710269,Transit
Kepler-124 b,,0.000957504,0.0443423,3.410493,Transit
Kepler-185 c,,0.0149351,0.147681,20.729042,Transit
Kepler-191 c,,0.0136944,0.133112,17.738506,Transit
omega Ser b,1.70083,1.70083,1.07698,277.02,RV
Kepler-111 b,,0.0117926,0.043745,3.341815,Transit
Kepler-673 b,,0.165168,0.0450964,3.72873109,Transit
Kepler-965 b,,0.0345375,0.521537,134.2527298,Transit
Kepler-1295 b,,0.0115843,0.0464624,3.81371974,Transit
Kepler-968 c,,0.0125233,0.0570521,5.70940492,Transit
HD 34445 f,0.123778,0.123778,1.54309,676.8,RV
HD 16175 b,4.65551,4.65551,2.12634,995.4,RV
Kepler-235 b,,0.0167934,0.0437311,3.340222,Transit
Kepler-1436 b,,0.00752338,0.0907946,9.705716,Transit
HD 46375 b,0.227201,0.227201,0.0399038,3.023573,RV
Kepler-48 c,0.0456363,0.045968,0.0851485,9.67395,Transit
Kepler-114 b,,0.00656354,0.0586548,5.188549,Transit
K2-32 b,,0.0997116,0.0807898,8.99218,Transit
Kepler-60 d,,0.0202381,0.105629,11.9016171,Transit
Kepler-741 b,,0.0263549,0.0755268,7.03902374,Transit
Kepler-396 c,,,0.368178,88.505,Transit
KELT-20 b,,1,0.0542009,3.4741085,Transit
HIP 41378 c,,0.0208189,0.205364,31.6978,Transit
CoRoT-29 b,0.852133,0.85,0.0389589,2.85057,Transit
Kepler-868 b,,0.0151938,0.0560993,5.03251791,Transit
Kepler-14 b,8.40643,8.40643,0.0806879,6.790123,Transit
Kepler-234 c,,0.0375018,0.0730543,7.21205,Transit
Kepler-1308 b,,0.000287933,0.0226485,2.10433812,Transit
Kepler-1302 b,,0.0101747,0.0795638,8.83922659,Transit
CoRoT-13 b,1.3102,1.31099,0.051069,4.03519,Transit
HD 98219 b,2.12353,2.12353,1.32398,436.9,RV
HD 12648 b,2.89937,2.89937,0.543924,133.6,RV
HD 11964 b,0.608106,0.608106,3.1288,1944.5898,RV
HAT-P-34 b,3.32973,3.334,0.0677467,5.452654,Transit
Kepler-654 b,,0.015383,0.113663,13.72465129,Transit
Kepler-421 b,,0.0592807,1.43442,704.1984,Transit
K2-9 b,,0.0175432,0.0914762,18.4498,Transit
Kepler-1241 b,,0.0213319,0.12941,18.5525701,Transit
MOA-2010-BLG-477L b,,1.5,,,Microlensing
Kepler-31 b,,0.0606674,0.158038,20.8613,Transit
Kepler-85 c,,0.0162741,0.102591,12.513,Transit
Kepler-1198 b,,0.0109866,0.0743912,7.6847716,Transit
Kepler-1139 b,,0.0053608,0.016702,0.81316672,Transit
Kepler-219 d,,0.0237984,0.258138,47.903645,Transit
Kepler-1206 b,,0.0121546,0.0207092,1.21699766,Transit
mu Leo b,2.4,2.4,1.12966,357.8,RV
HATS-29 b,0.655707,0.656399,0.0547599,4.6058749,Transit
Kepler-431 b,,0.00120877,0.0718902,6.803,Transit
Kepler-1531 b,,0.00422224,0.0224212,1.13854338,Transit
Kepler-248 c,,0.0541479,0.125503,16.239494,Transit
Kepler-481 b,,0.01966,0.0915102,10.06082567,Transit
HD 139357 b,10.0754,10.0754,2.34618,1125.7,RV
HD 1461 b,0.0240044,0.0240044,0.0635202,5.7727,RV
Kepler-1275 b,,0.0112658,0.0497719,3.65691115,Transit
Kepler-283 c,,0.013404,0.400986,92.743711,Transit
HAT-P-30 b,0.706657,0.711088,0.0419042,2.810595,Transit
Kepler-430 c,,0.0129028,0.4757,110.979,Transit
Kepler-1360 b,,0.0347934,0.264915,40.5286413,Transit
Kepler-901 b,,0.00866602,0.0379647,3.51749439,Transit
Kepler-251 d,,0.0232079,0.189511,30.133001,Transit
Kepler-234 b,,0.0425085,0.0380552,2.711506,Transit
Kepler-37 b,0.00958399,0.00958673,0.102457,13.367308,Transit
WASP-113 b,0.477542,0.478455,0.0588578,4.54216874538,Transit
Kepler-392 c,,0.00409374,0.0933838,10.423118,Transit
HD 8535 b,0.682196,0.682196,2.4447,1313,RV
Kepler-1619 b,,0.00111394,0.161123,23.6225913,Transit
HD 3167 d,,,0.0777496,8.509,RV
Kepler-1473 b,,0.0053608,0.119364,14.4273551,Transit
HAT-P-28 b,0.627451,0.627833,0.0433674,3.257215,Transit
Kepler-474 b,,0.0279233,0.0619532,5.66067294,Transit
Kepler-349 c,,0.014454,0.103986,12.247629,Transit
HD 4203 b,2.08215,2.08215,1.16537,431.88,RV
Kepler-553 c,,0.862662,0.905726,328.2399546,Transit
Kepler-331 d,,0.0121773,0.197812,32.134328,Transit
HD 102956 b,0.951497,0.951497,0.0810025,6.4948,RV
WTS-2 b,1.11131,1.12,0.0185537,1.0187074,Transit
Kepler-362 c,,0.010538,0.220686,37.866281,Transit
Kepler-1147 b,,0.0210409,0.0973596,10.62784997,Transit
Kepler-186 e,,0.00672298,0.121623,22.407793,Transit
Kepler-321 c,,0.0176845,0.108723,13.093921,Transit
Kepler-1083 b,,0.0340314,0.189272,33.4177993,Transit
Kepler-376 c,,0.0131908,0.114613,14.172327,Transit
Kepler-1589 b,,0.00392895,0.0205657,0.99166527,Transit
Fomalhaut b,,0.5,113.443,318498,Imaging
GJ 176 b,0.0259969,0.0259969,0.0656822,8.7832,RV
Kepler-873 b,,0.0440759,0.155175,20.5533844,Transit
HD 23079 b,2.4433,2.4433,1.59509,730.6,RV
HD 178911 B b,7.29127,7.29127,0.344904,71.484,RV
WASP-58 b,0.890462,0.891379,0.0562022,5.01718,Transit
Kepler-506 b,,0.0227057,0.0750455,6.8834055,Transit
Kepler-1571 b,,0.0124263,0.0472783,3.38555488,Transit
Kepler-543 b,,0.01966,0.100456,13.89961966,Transit
Kepler-1535 b,,0.0201979,0.538652,138.9442,Transit
Kepler-1030 b,,0.019398,0.130853,19.32952416,Transit
Kepler-244 c,,0.0151834,0.0894244,9.767292,Transit
Kepler-245 e,,0.0129028,0.0396148,3.21982106,Transit
Kepler-1067 b,,0.00129651,0.0160522,0.76212926,Transit
Kepler-354 b,,0.0135483,0.0608066,5.47666,Transit
Kepler-1203 b,,0.00364938,0.0118373,0.58800076,Transit
Kepler-278 b,,0.0541479,0.189627,30.160546,Transit
HD 162020 b,15.2138,15.2138,0.0756944,8.428198,RV
Kepler-809 b,,0.0271261,0.284276,55.63934,Transit
Kepler-1468 b,,0.0127496,0.0808904,8.23984869,Transit
Kepler-1368 b,,0.0122275,0.0154128,0.67564949,Transit
Kepler-183 b,,0.0152673,0.0623606,5.687945,Transit
Kepler-1392 b,,0.0144664,0.114781,15.1410397,Transit
MOA-bin-1L b,,3.7,,,Microlensing
Kepler-1556 b,,0.0144664,0.0827454,8.82713457,Transit
Kepler-944 b,,0.0213319,0.22955,43.3167737,Transit
Kepler-1110 b,,0.021628,0.0801106,9.69312032,Transit
Kepler-210 c,,0.0403249,0.0781034,7.972513,Transit
Kepler-437 b,,0.0159616,0.286604,66.65062,Transit
Kepler-184 d,,0.0195472,0.184825,29.022358,Transit
HD 168746 b,0.245103,0.245103,0.0655505,6.404,RV
GJ 876 c,0.612168,0.612168,0.129574,30.0881,RV
Kepler-1164 b,,0.00437411,0.0465276,3.97599768,Transit
Kepler-958 b,,0.015288,0.0866604,9.7678805,Transit
Kepler-450 d,,,0.0829011,7.51464,Transit
Kepler-20 c,0.0494862,0.0495058,0.0930411,10.854092,Transit
Kepler-712 c,,0.0779976,0.686927,226.89047,Transit
Kepler-47 b,,0.026473,0.267621,49.514,Transit
Kepler-580 b,,0.020474,0.069764,8.22241966,Transit
Kepler-296 b,,0.00233796,0.0461525,3.621457,Transit
Kepler-755 b,,0.0129801,0.021472,1.26909037,Transit
Kepler-402 b,,0.00587447,0.0495511,4.028751,Transit
Kepler-260 b,,0.0148535,0.0795006,8.187399,Transit
Kepler-255 c,,0.0266892,0.0905121,9.946047,Transit
Kepler-750 b,,0.0281267,0.0915122,9.42887179,Transit
HD 215497 b,0.020855,0.020855,0.0465952,3.93404,RV
Kepler-1221 b,,0.0138656,0.0979318,12.00096042,Transit
Kepler-62 f,,0,0.717595,267.291,Transit
Kepler-1160 b,,0.0159697,0.0759488,7.97034958,Transit
HATS-5 b,0.237646,0.237663,0.0542014,4.763387,Transit
HD 154345 b,0.956901,0.956901,4.21377,3341.5588,RV
Kepler-60 c,,0.0192896,0.0871504,8.9193459,Transit
Kepler-1031 b,,0.0018073,0.0230742,1.22621732,Transit
Kepler-523 b,,0.0144664,0.0619218,5.83598311,Transit
BD -06 1339 b,0.0268039,0.0268039,0.0428543,3.8728,RV
Kepler-395 c,,0.00769114,0.209361,34.989262,Transit
HD 217107 b,1.40112,1.40112,0.0750282,7.1268163,RV
Kepler-1550 b,,0.0271261,0.741774,225.582809,Transit
Kepler-431 c,,0.00075757,0.0847193,8.703,Transit
Kepler-1652 b,,0.00792721,0.163806,38.09722,Transit
mu Ara c,1.88907,1.88907,5.34057,4205.8,RV
HD 7199 b,0.295018,0.295018,1.36155,615,RV
Kepler-887 c,,0.00452953,0.0804377,7.63846023,Transit
Kepler-233 c,,0.0223552,0.301339,60.418955,Transit
GJ 433 b,0.0181986,0.0181986,0.0580371,7.3709,RV
Kepler-1301 b,,0.00940137,0.080701,9.08237046,Transit
Kepler-1350 c,,0.0127496,0.0234342,1.76678906,Transit
HD 159243 b,1.13,1.13,0.110366,12.62,RV
Kepler-327 d,,0.0127755,0.113517,13.969457,Transit
HAT-P-31 b,2.16627,2.16904,0.0611921,5.005425,Transit
Kepler-878 b,,0.014205,0.159872,25.9422033,Transit
OGLE-TR-113 b,1.25508,1.26,0.0228946,1.4324757,Transit
Kepler-356 c,,0.0133325,0.108876,13.121632,Transit
Kepler-41 b,0.493327,0.493545,0.0289537,1.855558,Transit
Kepler-798 b,,0.0183949,0.118853,13.71933369,Transit
Kepler-825 b,,0.0124263,0.047906,3.77360059,Transit
Kepler-473 b,,0.0545024,0.118968,14.55731705,Transit
Kepler-270 b,,0.0148535,0.0995717,11.476094,Transit
HD 285507 b,0.917,0.917,0.0588842,6.0881,RV
Kepler-1307 b,,0.0192688,0.137136,18.01621096,Transit
Kepler-1573 b,,0.00553813,0.0372774,2.6157554,Transit
HD 40307 d,0.028076,0.028076,0.132422,20.46,RV
Kepler-590 b,,0.0525568,0.0656127,5.85296257,Transit
Kepler-1220 b,,0.0124263,0.0744983,7.42693741,Transit
Kepler-849 b,,0.149499,1.12814,394.6244904,Transit
HD 290327 b,2.54762,2.54762,3.43052,2443,RV
Kepler-438 b,,0.00436191,0.171702,35.23319,Transit
Kepler-1315 b,,0.00890695,0.0162176,0.84338011,Transit
GJ 876 e,0.039229,0.039229,0.333345,124.26,RV
Kepler-1413 b,,0.0133743,0.103048,13.1829642,Transit
Kepler-1604 b,,0.00965491,0.0141581,0.68368426,Transit
Kepler-1471 b,,0.00965491,0.0455165,3.63899398,Transit
Kepler-1445 b,,0.00255759,0.0983673,10.60052251,Transit
Kepler-1020 b,,0.0172355,0.394192,96.9151496,Transit
Kepler-572 b,,0.0206139,0.122576,17.20523483,Transit
Kepler-1598 b,,0.00245309,0.0532751,4.34195123,Transit
Kepler-1187 b,,0.0210409,0.141438,18.87064068,Transit
Kepler-949 b,,0.0254263,0.0795658,8.6893073,Transit
HD 169830 c,4.06407,4.06407,3.60184,2102,RV
Kepler-608 b,,0.0409391,0.06755,6.41251504,Transit
EPIC 211822797 b,,0.0165326,0.127016,21.169687,Transit
GJ 3998 b,0.00780644,0.00780644,0.0297443,2.64977,RV
47 UMa c,0.545774,0.545774,3.57197,2391,RV
Kepler-85 b,,0.0145548,0.0780663,8.306,Transit
Kepler-880 b,,0.021628,0.0866835,7.71468975,Transit
HD 133131 A b,1.42058,1.42058,1.44284,649,RV
Kepler-1343 b,,0.014205,0.0430893,3.35183158,Transit
Kepler-575 b,,0.0183949,0.0861587,9.37891944,Transit
Kepler-313 c,,0.0205131,0.198382,32.273273,Transit
Kepler-199 b,,0.0288426,0.161192,23.637604,Transit
Kepler-172 b,,0.0179955,0.0401669,2.940309,Transit
Kepler-223 d,,0.0265182,0.117913,14.788759,Transit
Kepler-431 d,,0.00452953,0.104497,11.922,Transit
Kepler-917 b,,0.014034,0.0375418,2.97041437,Transit
Kepler-1072 b,,0.0117956,0.028082,1.5690665,Transit
Kepler-360 b,,0.0122424,0.0432887,3.289672,Transit
Kepler-1212 b,,0.0159697,0.111358,12.94130146,Transit
Kepler-246 b,,0.0178911,0.0541452,4.60182,Transit
Kepler-347 b,,0.0145328,0.10708,12.79836,Transit
HD 63765 b,0.643827,0.643827,0.94038,358,RV
HD 233604 b,6.62362,6.62362,0.746644,192,RV
Kepler-217 c,,0.0136211,0.0820605,8.586004,Transit
HD 85390 b,0.131884,0.131884,1.52377,788,RV
Kepler-1590 b,,0.00468851,0.0784501,7.61760804,Transit
Kepler-1498 b,,0.00796813,0.245986,48.051405,Transit
Kepler-401 c,,0.0160511,0.256031,47.318218,Transit
Kepler-299 c,,0.0215411,0.0708347,6.885875,Transit
Kepler-1176 b,,0.0191406,0.164164,24.1738579,Transit
HAT-P-57 b,,1,0.0406092,2.465295,Transit
Kepler-525 b,,0.0213319,0.135465,18.68404933,Transit
Kepler-112 b,,0.0181008,0.080928,8.408878,Transit
Kepler-1326 b,,0.0573636,0.269138,42.3514267,Transit
Kepler-748 b,,0.0199266,0.076064,7.40742793,Transit
Kepler-155 c,,0.0168894,0.27496,52.661793,Transit
Kepler-271 c,,0.00291583,0.0743912,7.410935,Transit
Kepler-961 b,,0.0201979,0.127028,16.87727414,Transit
Kepler-241 c,,0.0205131,0.213635,36.065978,Transit
Kepler-492 b,,0.643816,0.0989169,11.72012266,Transit
WASP-77 A b,1.75912,1.75921,0.0240531,1.3600309,Transit
Kepler-164 c,,0.022635,0.0964797,10.945723,Transit
HD 219077 b,10.4511,10.4511,6.21822,5501,RV
Kepler-371 b,,0.0139171,0.208459,34.763278,Transit
Kepler-548 b,,1,0.0517147,4.45419434,Transit
55 Cnc e,0.0261924,0.0263672,0.0154393,0.736546,RV
HIP 57274 d,0.528573,0.528573,1.00678,431.7,RV
Kepler-1254 d,,0.00752338,0.0576676,5.72717226,Transit
HD 221287 b,3.11535,3.11535,1.25015,456.10001,RV
KOI-13 b,,6.515,0.0342279,1.76358799,Transit
Kepler-1017 b,,0.0147338,0.0714529,7.23400469,Transit
Kepler-1100 b,,0.0129028,0.0720524,6.42200058,Transit
Kepler-1050 b,,0.0119381,0.124555,15.3787546,Transit
Kepler-1460 b,,0.0144664,0.167635,29.9633247,Transit
Kepler-1310 b,,0.0101747,0.0146558,0.67933627,Transit
HD 192699 b,2.29191,2.29191,1.12292,345.53,RV
Kepler-178 d,,0.0500833,0.412251,96.678988,Transit
Kepler-1371 c,,0.000601957,0.0297109,2.00541269,Transit
Kepler-1090 b,,0.0170154,0.633688,198.680179,Transit
Kepler-312 b,,0.00711292,0.0286627,1.772419,Transit
Kepler-164 b,,0.00960182,0.0574921,5.03503,Transit
Kepler-1557 b,,0.0124263,0.0488263,3.74032496,Transit
Kepler-341 b,,0.00523423,0.0587074,5.195528,Transit
Kepler-311 c,,0.0100631,0.142937,19.738286,Transit
Kepler-1509 b,,0.0136174,0.169257,25.4338197,Transit
TRAPPIST-1 h,,0.00104144,0.0617089,18.767953,Transit
Kepler-449 b,,,0.104767,12.58242,Transit
HD 181342 b,3.14944,3.14944,1.777,663,RV
WASP-8 b,2.13728,2.13797,0.080153,8.158715,Transit
HD 131496 b,2.24115,2.24115,2.1121,883,RV
Kepler-154 c,,0.0260126,0.307572,62.303276,Transit
Kepler-334 c,,0.0100631,0.106855,12.758005,Transit
Kepler-911 b,,0.0208973,0.160616,20.310501,Transit
Kepler-372 c,,0.0155228,0.144457,20.053763,Transit
Kepler-127 b,,0.00937625,0.11603,14.435889,Transit
HD 44219 b,0.589265,0.589265,1.18713,472.3,RV
75 Cet b,2.7597,2.7597,1.97678,691.9,RV
Kepler-27 b,,0.051622,0.10464,15.3348,Transit
Kepler-210 b,,0.0258466,0.0355986,2.453234,Transit
Kepler-40 b,2.17681,2.17684,0.0806644,6.87349,Transit
Kepler-171 c,,0.020389,0.0994986,11.463462,Transit
KPS-1 b,1.08174,1.08958,0.0269311,1.70629,Transit
Kepler-298 c,,0.0142208,0.157953,22.92881,Transit
Kepler-331 c,,0.0135483,0.130814,17.28111,Transit
Kepler-1538 b,,0.0240196,0.618691,175.138819,Transit
Kepler-576 b,,0.0320836,0.18795,29.91136794,Transit
Kepler-479 b,,0.0157709,0.100206,12.49341307,Transit
Kepler-915 b,,0.0118373,0.0576393,4.59489604,Transit
HD 220074 b,11.1883,11.1883,1.60044,672.1,RV
Kepler-133 b,,0.0129814,0.0791285,8.129976,Transit
Kepler-1185 b,,0.00796813,0.427921,104.3518976,Transit
Kepler-788 b,,0.0201979,0.0849622,8.39846269,Transit
WASP-89 b,5.82159,5.82191,0.0427555,3.3564227,Transit
HAT-P-39 b,0.598375,0.599196,0.0509456,3.54387,Transit
WASP-26 b,1.00876,1.01746,0.0399686,2.7566,Transit
Kepler-751 b,,0.0191406,0.125668,17.44490636,Transit
WASP-71 b,2.24554,2.242,0.0463361,2.9036747,Transit
HIP 2247 b,5.12319,5.12319,1.33884,655.6,RV
GJ 876 d,0.0184193,0.0184193,0.0208066,1.93778,RV
Kepler-312 c,,0.0296032,0.142982,19.747412,Transit
OGLE-TR-56 b,1.35447,1.39,0.0238308,1.211909,Transit
Kepler-697 b,,0.0557908,0.0456151,3.70987065,Transit
Kepler-826 b,,0.00648186,0.0541184,4.48758907,Transit
Kepler-235 c,,0.00692663,0.0771364,7.824904,Transit
Kepler-1591 b,,0.00668223,0.0820512,8.18504949,Transit
Kepler-146 c,,0.0292202,0.353393,76.732171,Transit
Kepler-1633 b,,0.0117956,0.678637,186.404271,Transit
Kepler-903 b,,0.0148244,0.0923273,10.3507721,Transit
Kepler-372 d,,0.0125062,0.189342,30.092568,Transit
Kepler-156 b,,0.0174811,0.0570224,4.973456,Transit
HD 38529 b,0.803263,0.803263,0.1272,14.310195,RV
Proxima b,0.00369455,0.00369455,0.0482823,11.186,RV
Kepler-393 c,,0.00789025,0.11698,14.613612,Transit
Kepler-136 c,,0.014692,0.126325,16.399235,Transit
Kepler-1353 b,,0.0132944,0.151698,24.7543966,Transit
Kepler-436 b,,0.0226353,0.281824,64.00205,Transit
Kepler-1595 b,,0.00609283,0.0508063,4.56380468,Transit
Kepler-1593 b,,0.0300338,0.569703,174.509835,Transit
WASP-82 b,1.24683,1.25,0.0448251,2.705785,Transit
Kepler-1219 b,,0.0157709,0.134445,16.10467749,Transit
Kepler-737 b,,0.0144664,0.146229,28.59915399,Transit
Kepler-948 b,,0.0136174,0.0757275,7.76846622,Transit
Kepler-1021 b,,0.0178026,0.106598,13.47469571,Transit
Kepler-866 b,,0.0120821,0.0337676,2.61703254,Transit
BD +20 2457 c,6.90191,6.90191,1.45701,621.99,RV
Kepler-497 b,,0.122459,0.0470747,3.57320367,Transit
Kepler-1344 b,,0.0135358,0.0570591,4.7683049,Transit
Kepler-1388 d,,0.024536,0.127527,20.9568158,Transit
Kepler-144 b,,0.00789025,0.0637947,5.885273,Transit
HD 22781 b,13.8403,13.8403,1.16847,528.07,RV
Kepler-1253 b,,0.00796813,0.325551,68.8861915,Transit
Kepler-208 d,,0.00554835,0.09757,11.131786,Transit
Kepler-286 e,,0.0130508,0.185669,29.221289,Transit
Kepler-351 b,,0.0279223,0.217522,37.054919,Transit
HD 120084 b,4.4772,4.4772,4.26892,2082,RV
HD 95127 b,5.0362,5.0362,1.2802,482,RV
MOA-2009-BLG-266L b,,0.0327,,,Microlensing
Kepler-755 c,,0.00648186,0.036849,2.85313364,Transit
Kepler-1578 b,,0.00338324,0.0242164,1.45088691,Transit
Kepler-89 d,0.302867,0.163924,0.173437,23.342989,Transit
